Field_1,carat,cut,cut_ord,color,clarity,clarity_ord,price
1455,0.52,Ideal,5,D,VS2,5,2473.39378726633
1456,0.7,Good,2,E,VS2,5,3532.96197988213
1457,0.4,Ideal,5,D,VVS1,7,2247.55110365764
1458,1,Good,2,E,VS2,5,6199.18556177455
1459,1.21,Ideal,5,E,SI1,3,7753.88747887674
1460,1.08,Ideal,5,F,VS2,5,7151.67327856168
1461,0.4,Ideal,5,F,VVS1,7,1948.87990875382
1462,0.9,Very Good,3,F,VS2,5,5401.92421933615
1463,0.41,Ideal,5,I,VVS2,6,790.953373522911
1464,1,Very Good,3,J,SI2,2,2667.71344703821
1465,0.5,Very Good,3,E,SI1,3,1293.81009164128
1466,1.19,Ideal,5,G,VVS1,7,8770.04653485586
1467,0.5,Very Good,3,E,SI1,3,1293.81009164128
1468,0.3,Premium,4,D,VS2,5,390.32962324706
1469,2.01,Good,2,F,SI2,2,13481.7735582411
1470,0.32,Ideal,5,E,VVS2,6,1227.26977173149
1471,0.43,Ideal,5,F,VVS1,7,2215.50226694306
1472,0.31,Ideal,5,D,SI1,3,-39.5405057991629
1473,2.07,Premium,4,J,VS2,5,13799.6952239152
1474,1.03,Ideal,5,E,SI1,3,6154.1533297413
1475,0.7,Very Good,3,D,VS2,5,3923.11302631169
1476,2.02,Very Good,3,G,SI2,2,13555.6671568511
1477,0.57,Very Good,3,J,IF,8,1651.04576307915
1478,1.13,Ideal,5,H,SI1,3,6281.93780983186
1479,0.51,Very Good,3,G,VS2,5,1735.94475666136
1480,0.27,Ideal,5,I,IF,8,14.7643899963005
1481,1.5,Premium,4,D,VS2,5,11055.2239508167
1482,1.03,Very Good,3,D,SI2,2,5255.68933772457
1483,1.51,Very Good,3,I,SI2,2,8080.22083497479
1484,0.72,Ideal,5,H,VVS1,7,4125.32344946798
1485,1.71,Premium,4,I,VS2,5,11480.1542243638
1486,0.4,Very Good,3,D,VS2,5,1256.88944441928
1487,1.51,Very Good,3,F,VVS2,6,11559.8466359122
1488,0.5,Ideal,5,H,SI1,3,682.868287857795
1489,1.14,Premium,4,F,SI1,3,6910.50667190119
1490,0.33,Ideal,5,E,VS2,5,579.542757733137
1491,1.6,Premium,4,F,SI1,3,10998.7161641362
1492,0.3,Good,2,E,VS2,5,-22.0027959744184
1493,0.73,Ideal,5,E,SI1,3,3487.92974784888
1494,0.59,Very Good,3,G,SI1,3,1800.35992609186
1495,0.47,Ideal,5,H,VS2,5,1062.82371540936
1496,0.4,Premium,4,G,VVS2,6,1517.11194948749
1497,0.3,Ideal,5,F,VS2,5,219.491965641409
1498,1.01,Very Good,3,H,VVS2,6,6448.61238612039
1499,0.72,Very Good,3,E,SI1,3,3249.04071836238
1500,0.63,Ideal,5,E,VS1,4,3563.31186640542
1501,1.53,Ideal,5,F,VS1,4,11468.5541781802
1502,0.4,Good,2,F,VS2,5,773.309964087233
1503,1.2,Fair,1,G,I1,1,2784.04374039859
1504,0.78,Ideal,5,F,SI1,3,3838.87191092846
1505,0.27,Premium,4,E,VS1,4,236.010030836356
1506,0.92,Very Good,3,D,SI1,3,5231.76586729199
1507,0.34,Ideal,5,E,IF,8,1873.0666985475
1508,0.26,Very Good,3,F,VVS1,7,554.627327113941
1509,1.05,Ideal,5,H,SI1,3,5570.94485466055
1510,0.4,Very Good,3,F,VVS1,7,1798.86499866373
1511,2.01,Very Good,3,I,VVS2,6,14860.797566859
1512,1.05,Ideal,5,I,SI1,3,5095.71809575782
1513,0.3,Ideal,5,E,VVS1,7,1153.56714869217
1514,0.47,Very Good,3,F,VVS2,6,2316.93821868512
1515,1.02,Good,2,D,VS1,4,6899.72208834858
1516,1.59,Premium,4,G,SI1,3,10709.9532385252
1517,1,Very Good,3,E,SI2,2,4783.82421853399
1518,2.15,Ideal,5,I,SI2,2,13918.1793864354
1519,0.4,Very Good,3,E,SI1,3,405.068897677138
1520,1.01,Premium,4,E,VS1,4,6812.69486617098
1521,1.6,Ideal,5,G,SI1,3,10926.6608952197
1522,2.01,Ideal,5,G,SI1,3,14570.4997904727
1523,0.3,Ideal,5,E,VS2,5,312.920399543895
1524,0.42,Ideal,5,D,VVS2,6,2321.25372669697
1525,0.4,Very Good,3,F,VVS1,7,1798.86499866373
1526,0.76,Very Good,3,H,VS2,5,3490.15826781527
1527,0.41,Ideal,5,F,VS2,5,1197.10727900196
1528,0.56,Ideal,5,H,VVS1,7,2703.33753912536
1529,0.7,Good,2,F,SI1,3,2792.95576023884
1530,2.29,Premium,4,G,SI2,2,15977.4497533462
1531,1.05,Fair,1,I,VS1,4,5042.75120973022
1532,1.52,Very Good,3,H,VVS2,6,10981.1924753375
1533,0.4,Very Good,3,H,VVS1,7,1131.33671869265
1534,1.2,Premium,4,G,SI2,2,6290.17073913705
1535,0.26,Ideal,5,I,VS2,5,-1278.75955081807
1536,1.74,Ideal,5,F,SI1,3,12370.7873729842
1537,0.71,Fair,1,D,VS2,5,3144.91185724992
1538,1.22,Ideal,5,H,SI2,2,6128.11304147162
1539,0.41,Premium,4,E,VS1,4,1480.24770238615
1540,0.31,Fair,1,G,VS1,4,-591.06739294523
1541,1.01,Good,2,E,SI1,3,5641.48189543015
1542,1.02,Very Good,3,E,SI1,3,5915.26430025479
1543,1.23,Premium,4,I,SI2,2,5613.92686466712
1544,0.63,Good,2,F,VS1,4,3134.96023698462
1545,0.75,Ideal,5,E,SI2,2,2711.98614371374
1546,0.43,Very Good,3,G,VVS1,7,1865.59855063832
1547,1.24,Ideal,5,H,SI1,3,7259.55312319242
1548,0.5,Premium,4,G,VS1,4,1986.79753683673
1549,1.01,Ideal,5,D,VVS2,6,7564.82677108538
1550,0.31,Premium,4,E,SI2,2,-1326.30864702664
1551,0.7,Very Good,3,E,VS2,5,3717.87026531036
1552,0.38,Premium,4,I,SI2,2,-1940.37328402805
1553,2.29,Premium,4,G,SI2,2,15977.4497533462
1554,0.85,Fair,1,I,SI1,3,2301.14550928127
1555,0.32,Ideal,5,E,VS1,4,808.214165116596
1556,1.01,Very Good,3,G,VS2,5,6179.65072648205
1557,0.31,Ideal,5,G,VVS2,6,845.078412217939
1558,0.52,Premium,4,E,VS2,5,2140.31748896683
1559,0.4,Ideal,5,D,VVS2,6,2143.50548790414
1560,0.7,Very Good,3,H,VS2,5,2956.91355143679
1561,1.31,Premium,4,D,VVS1,7,10207.2624314331
1562,0.5,Premium,4,G,VVS2,6,2405.85314345163
1563,1.5,Premium,4,H,VS2,5,10089.0244759418
1564,0.7,Premium,4,F,SI1,3,3000.04541845898
1565,0.31,Very Good,3,I,VVS1,7,-143.757114777812
1566,1,Good,2,G,SI1,3,5259.2905359166
1567,0.41,Premium,4,E,VS1,4,1480.24770238615
1568,1.04,Premium,4,G,SI2,2,4868.18482879443
1569,0.32,Very Good,3,H,SI2,2,-2020.57261429571
1570,0.78,Very Good,3,I,SI1,3,2546.10196196456
1571,1.01,Very Good,3,D,VS2,5,6678.21072760052
1572,0.9,Good,2,F,SI2,2,3616.74630523914
1573,0.9,Premium,4,G,VS2,5,5224.21678591341
1574,1.71,Very Good,3,F,SI1,3,11954.1501047049
1575,0.41,Ideal,5,F,IF,8,2401.75710041991
1576,1,Ideal,5,H,SI2,2,4172.88241475051
1577,0.56,Ideal,5,G,VVS2,6,3066.93139712829
1578,0.43,Premium,4,G,VS1,4,1364.67870106184
1579,0.95,Ideal,5,G,VS2,5,5796.42092019365
1580,0.83,Ideal,5,I,SI2,2,2186.79562610874
1581,0.51,Ideal,5,D,VS2,5,2384.51966786992
1582,0.7,Fair,1,D,SI2,2,1455.76810918473
1583,0.41,Premium,4,F,VS1,4,1386.81926848366
1584,0.32,Ideal,5,G,IF,8,1402.00121963754
1585,0.7,Very Good,3,G,VS2,5,3424.55302519322
1586,0.7,Premium,4,D,SI1,3,3298.71661336281
1587,0.53,Ideal,5,H,VS1,4,1913.61395856772
1588,0.9,Good,2,E,SI1,3,4663.8665820696
1589,0.72,Premium,4,F,SI1,3,3177.79365725181
1590,0.3,Very Good,3,D,SI2,2,-1232.12137821364
1591,1,Premium,4,E,VS2,5,6406.27521999469
1592,1.57,Very Good,3,J,VS2,5,9333.80788130257
1593,0.51,Ideal,5,D,VS2,5,2384.51966786992
1594,1.3,Fair,1,H,I1,1,3205.1454606063
1595,1.07,Ideal,5,E,VVS2,6,7892.82872646253
1596,1.55,Ideal,5,J,VS2,5,9306.07455259983
1597,0.9,Premium,4,H,I1,1,539.437345999851
1598,0.72,Premium,4,D,SI2,2,2522.77300922766
1599,1,Premium,4,E,SI2,2,4806.00559132591
1600,0.55,Ideal,5,F,SI1,3,1794.76716481095
1601,1.36,Good,2,G,SI1,3,8458.7588341875
1602,0.26,Premium,4,H,VVS2,6,-194.765195818728
1603,1.08,Ideal,5,H,SI2,2,4883.87536992182
1604,0.79,Ideal,5,G,SI1,3,3727.85722411023
1605,0.9,Very Good,3,J,VS2,5,3379.24188174285
1606,0.9,Very Good,3,E,SI1,3,4848.77486749783
1607,1.13,Fair,1,F,VS1,4,6896.49920377535
1608,1,Good,2,H,SI2,2,3837.9592192322
1609,1.51,Ideal,5,G,VVS2,6,11509.9727397876
1610,1.2,Ideal,5,F,VS1,4,8535.70823809852
1611,1.01,Very Good,3,F,SI1,3,5732.96174695589
1612,1.03,Ideal,5,I,SI2,2,3964.27801403702
1613,0.9,Ideal,5,F,SI1,3,4905.36134368543
1614,0.38,Premium,4,D,VVS2,6,1837.92371181314
1615,0.84,Ideal,5,J,SI1,3,2349.43428971365
1616,0.39,Ideal,5,F,VVS1,7,1860.00578935741
1617,0.33,Ideal,5,G,VVS2,6,1022.82665101077
1618,0.7,Ideal,5,E,VS2,5,3867.88517540045
1619,0.75,Ideal,5,H,SI1,3,2904.72127276814
1620,0.42,Ideal,5,G,VS2,5,1086.09259218372
1621,1.03,Ideal,5,F,VVS2,6,7443.90381497439
1622,0.81,Premium,4,I,VVS2,6,4218.08461208129
1623,0.31,Ideal,5,G,VVS1,7,949.124027971444
1624,1.15,Very Good,3,E,SI2,2,6116.9360094802
1625,0.29,Very Good,3,E,VS1,4,391.576896837267
1626,1,Good,2,J,VS2,5,4083.07479027876
1627,0.9,Very Good,3,H,SI2,2,3134.12631069629
1628,0.55,Ideal,5,D,VS2,5,2740.01614545558
1629,2.11,Ideal,5,D,SI2,2,15004.1091426273
1630,1,Very Good,3,G,VVS2,6,6827.3777404804
1631,0.37,Good,2,E,VS2,5,600.116039800478
1632,0.5,Ideal,5,D,VS2,5,2295.64554847351
1633,0.3,Ideal,5,I,VS1,4,-605.717546452539
1634,0.7,Very Good,3,F,SI1,3,2977.86404566707
1635,0.9,Premium,4,E,SI1,3,4870.95624028975
1636,0.41,Ideal,5,I,VS2,5,54.3522401281398
1637,0.33,Premium,4,G,VVS2,6,894.993113712598
1638,0.68,Premium,4,D,SI1,3,3120.96837456998
1639,0.73,Very Good,3,G,SI2,2,2090.90575471368
1640,0.52,Ideal,5,E,SI1,3,1621.57324052419
1641,0.47,Fair,1,E,SI1,3,160.112444993851
1642,0.71,Good,2,H,SI1,3,2214.30159966417
1643,0.7,Very Good,3,I,VS2,5,2481.68679253405
1644,0.94,Very Good,3,D,SI1,3,5409.51410608482
1645,0.41,Premium,4,G,SI1,3,222.807149748331
1646,0.41,Premium,4,E,SI1,3,516.12438986547
1647,0.34,Ideal,5,H,VS1,4,225.005690035854
1648,0.75,Very Good,3,E,SI1,3,3515.66307655162
1649,2.01,Premium,4,I,SI2,2,12546.1081775874
1650,1,Ideal,5,G,VVS2,6,6977.39265057049
1651,1.21,Very Good,3,H,VS1,4,7807.03916743377
1652,0.74,Very Good,3,D,SI2,2,2678.33987522857
1653,0.42,Good,2,F,SI1,3,304.480417139254
1654,0.51,Ideal,5,D,VVS2,6,3121.12080126469
1655,1.57,Very Good,3,H,VS2,5,10688.9619389248
1656,1,Premium,4,F,SI1,3,5666.2690003514
1657,0.7,Ideal,5,G,VS1,4,3892.11346206318
1658,0.92,Ideal,5,E,SI1,3,5176.53801638074
1659,0.41,Ideal,5,G,VS1,4,1314.76399956718
1660,0.65,Very Good,3,H,VVS1,7,3353.189703603
1661,0.3,Premium,4,J,VS1,4,-1613.47838247019
1662,0.94,Ideal,5,D,SI2,2,4605.83717324693
1663,0.32,Good,2,G,VS2,5,-137.571797298731
1664,1.2,Ideal,5,I,SI1,3,6428.82988670402
1665,1,Ideal,5,G,VVS2,6,6977.39265057049
1666,1.01,Premium,4,G,VS2,5,6201.83209927396
1667,0.37,Ideal,5,F,VVS1,7,1682.25755056458
1668,1.55,Good,2,J,VS1,4,9288.69688386139
1669,0.52,Good,2,E,SI1,3,1286.65004500588
1670,0.51,Ideal,5,G,VS1,4,2203.50519353132
1671,0.5,Good,2,E,SI1,3,1108.90180621305
1672,1.21,Very Good,3,D,SI2,2,6855.42348686002
1673,1.01,Premium,4,E,SI2,2,4894.87971072233
1674,1.12,Ideal,5,F,VVS2,6,8243.77088954211
1675,1.26,Ideal,5,H,SI1,3,7437.30136198524
1676,0.72,Ideal,5,F,SI2,2,2351.93535162201
1677,1.03,Ideal,5,G,SI1,3,5860.83608962416
1678,0.32,Ideal,5,F,IF,8,1601.89002585219
1679,0.3,Premium,4,G,VVS2,6,628.370755523356
1680,0.72,Good,2,F,VS2,5,3617.28178477247
1681,0.76,Premium,4,E,SI2,2,2673.02672581198
1682,1.02,Premium,4,H,VS2,5,5823.06674491395
1683,1.7,Premium,4,I,VS2,5,11391.2801049673
1684,0.41,Ideal,5,I,VS1,4,371.897766908013
1685,2.09,Very Good,3,F,SI2,2,14377.6747988406
1686,1.08,Ideal,5,G,IF,8,8156.43429376499
1687,1.06,Premium,4,H,VS2,5,6178.5632224996
1688,1.26,Very Good,3,I,VS1,4,7776.1830055131
1689,0.8,Very Good,3,J,VS1,4,2808.04621455858
1690,1,Very Good,3,E,VS2,5,6384.09384720277
1691,0.3,Ideal,5,H,VS2,5,-448.036314329674
1692,0.42,Very Good,3,E,SI1,3,582.817136469966
1693,0.93,Ideal,5,D,SI2,2,4516.96305385052
1694,0.3,Good,2,I,VVS1,7,-417.53951960245
1695,0.3,Ideal,5,G,IF,8,1224.25298084471
1696,0.43,Very Good,3,G,VS1,4,1342.49732826992
1697,0.71,Good,2,I,VVS2,6,3122.25375989701
1698,0.41,Good,2,E,VVS2,6,1692.2136507809
1699,0.95,Premium,4,G,SI2,2,4068.3177542267
1700,2,Very Good,3,G,SI2,2,13377.9189180582
1701,1.05,Very Good,3,G,VS2,5,6535.1472040677
1702,0.34,Very Good,3,I,SI1,3,-1364.35929147765
1703,2,Premium,4,J,I1,1,8960.43642198315
1704,1.04,Very Good,3,F,VS2,5,6646.16189088594
1705,0.52,Ideal,5,G,SI1,3,1328.25600040705
1706,2.07,Very Good,3,H,SI2,2,13532.3982800767
1707,0.91,Fair,1,H,SI2,2,2355.92514163452
1708,0.5,Ideal,5,H,SI1,3,682.868287857795
1709,1.51,Premium,4,E,SI2,2,9338.58568054301
1710,0.3,Good,2,F,VVS1,7,725.215519271371
1711,0.55,Ideal,5,G,VS2,5,2241.4561443371
1712,1.2,Premium,4,E,VVS2,6,8920.35874131774
1713,1.01,Premium,4,H,VS2,5,5734.19262551753
1714,0.51,Ideal,5,G,VVS2,6,2622.56080014622
1715,0.53,Ideal,5,I,VS1,4,1438.38719966498
1716,1.2,Ideal,5,E,VVS1,7,9152.23789436941
1717,0.71,Very Good,3,H,VVS2,6,3782.38880422797
1718,0.32,Very Good,3,G,VVS1,7,887.98323727777
1719,2.13,Ideal,5,I,SI2,2,13740.4311476425
1720,1.1,Ideal,5,G,VS1,4,7447.07823791973
1721,0.7,Ideal,5,H,VVS2,6,3843.52959492165
1722,0.3,Premium,4,D,SI1,3,-256.248162493746
1723,0.48,Very Good,3,E,SI1,3,1116.06185284845
1724,0.3,Ideal,5,D,SI1,3,-128.414625195576
1725,0.32,Ideal,5,F,VS2,5,397.240204434236
1726,0.71,Ideal,5,D,VS1,4,4479.54758257807
1727,1.25,Ideal,5,F,VS1,4,8980.07883508059
1728,0.51,Ideal,5,I,VVS2,6,1679.69456748705
1729,0.73,Very Good,3,H,VS1,4,3541.0814364059
1730,0.41,Good,2,G,VVS1,7,1502.94202641727
1731,1.23,Ideal,5,F,VVS2,6,9221.38620290266
1732,0.55,Ideal,5,I,VVS1,7,2139.23666082621
1733,0.58,Very Good,3,D,SI1,3,2210.04580781392
1734,0.97,Premium,4,D,SI1,3,5698.31783706598
1735,0.33,Ideal,5,E,VS2,5,579.542757733137
1736,0.33,Ideal,5,G,VVS2,6,1022.82665101077
1737,0.41,Ideal,5,J,VS1,4,-508.029531811465
1738,0.27,Ideal,5,F,VVS1,7,793.516356600442
1739,0.3,Very Good,3,G,SI1,3,-776.98953640414
1740,0.52,Ideal,5,E,VVS2,6,3004.75215965977
1741,0.42,Ideal,5,E,VVS1,7,2220.05658144914
1742,1.01,Good,2,E,SI2,2,4687.79005250218
1743,0.39,Ideal,5,G,VVS1,7,1660.11698314275
1744,0.43,Very Good,3,E,SI1,3,671.691255866379
1745,0.72,Ideal,5,F,VVS2,6,4688.80611368556
1746,0.23,Very Good,3,H,VVS1,7,-379.523311046384
1747,0.79,Very Good,3,D,VS1,4,5040.52562765929
1748,0.35,Ideal,5,G,IF,8,1668.62357782678
1749,0.24,Very Good,3,J,VVS2,6,-1749.84886502569
1750,0.68,Very Good,3,F,VVS2,6,4183.29472600982
1751,1.02,Very Good,3,E,VS1,4,6879.38761277547
1752,0.71,Ideal,5,F,SI2,2,2263.0612322256
1753,0.76,Premium,4,I,VVS1,7,3877.75963085273
1754,0.41,Ideal,5,G,VVS2,6,1733.81960618208
1755,0.7,Very Good,3,G,SI2,2,1824.28339652444
1756,2.41,Premium,4,H,SI2,2,16576.2997123467
1757,0.61,Good,2,H,VVS2,6,2708.73932483561
1758,1,Ideal,5,D,SI1,3,6092.77373255339
1759,0.71,Ideal,5,D,VS2,5,4162.0020557982
1760,1.13,Very Good,3,F,SI1,3,6799.45117971286
1761,0.41,Ideal,5,E,VS2,5,1290.53571290445
1762,0.76,Very Good,3,H,SI1,3,2843.58048207447
1763,0.97,Ideal,5,I,I1,1,814.16296017018
1764,0.62,Premium,4,G,I1,1,-1481.39852334331
1765,0.9,Good,2,F,SI1,3,4570.43814816712
1766,0.79,Very Good,3,E,VS2,5,4517.73733987808
1767,0.3,Ideal,5,E,SI1,3,-333.657386196911
1768,0.31,Ideal,5,G,VVS1,7,949.124027971444
1769,0.32,Ideal,5,D,VS2,5,695.911399338057
1770,1.04,Good,2,D,SI1,3,6113.34701462073
1771,1.21,Ideal,5,G,VVS1,7,8947.79477364869
1772,1.02,Fair,1,G,SI1,3,4754.87177167947
1773,0.35,Ideal,5,E,VS2,5,757.290996525963
1774,0.32,Ideal,5,D,SI1,3,49.3336135972513
1775,1.02,Premium,4,F,VS1,4,6808.14055166491
1776,0.36,Premium,4,E,SI2,2,-881.938050044571
1777,0.38,Premium,4,G,VS1,4,920.308104079769
1778,1.05,Premium,4,H,SI1,3,5443.11131736238
1779,0.41,Good,2,E,SI2,2,-644.657111282645
1780,1.05,Very Good,3,D,VS2,5,7033.70720518618
1781,1.52,Premium,4,H,SI1,3,9620.19492899383
1782,0.9,Ideal,5,H,SI1,3,4237.83306371435
1783,1.15,Premium,4,H,SI2,2,5378.16066839855
1784,0.94,Ideal,5,D,SI1,3,5559.52901617491
1785,0.7,Premium,4,G,VS1,4,3764.27992476501
1786,0.5,Ideal,5,D,VVS2,6,3032.24668186828
1787,0.64,Ideal,5,G,VVS2,6,3777.92435229959
1788,0.55,Ideal,5,I,VS2,5,1298.58991167793
1789,0.38,Ideal,5,F,VS2,5,930.484920812719
1790,0.53,Ideal,5,D,VS2,5,2562.26790666275
1791,1.68,Good,2,E,I1,1,8025.48571457355
1792,1.22,Premium,4,H,SI1,3,6953.97134710142
1793,2,Fair,1,H,SI2,2,12043.2041558436
1794,1.01,Premium,4,F,SI2,2,4801.45127681984
1795,0.9,Ideal,5,H,SI2,2,3284.14122078637
1796,0.26,Ideal,5,H,VS1,4,-485.987265135456
1797,1.01,Ideal,5,E,SI2,2,5022.7132480205
1798,0.92,Very Good,3,F,SI1,3,4933.09467238817
1799,1.5,Premium,4,E,SI2,2,9249.7115611466
1800,1.34,Very Good,3,H,VS2,5,8644.85719280727
1801,0.31,Ideal,5,D,VS2,5,607.037279941643
1802,0.61,Good,2,F,VS1,4,2957.2119981918
1803,0.4,Good,2,F,SI1,3,126.732178346427
1804,0.3,Ideal,5,H,VS2,5,-448.036314329674
1805,0.95,Ideal,5,E,SI2,2,4489.46853164201
1806,0.32,Ideal,5,G,VS1,4,514.896924999456
1807,1.66,Good,2,J,VS2,5,9948.76667044207
1808,1.22,Premium,4,D,VS2,5,8566.74860771713
1809,2.53,Premium,4,H,SI2,2,17642.7891451036
1810,0.3,Ideal,5,H,VS1,4,-130.490787549801
1811,0.25,Very Good,3,H,VVS2,6,-305.82068800706
1812,0.73,Ideal,5,G,VS1,4,4158.73582025242
1813,0.3,Very Good,3,I,IF,8,131.371838095454
1814,1.31,Premium,4,I,SI2,2,6324.91981983843
1815,1.01,Very Good,3,F,VS2,5,6379.5395326967
1816,0.41,Very Good,3,D,VS2,5,1345.76356381569
1817,0.37,Premium,4,G,SI1,3,-132.689327837325
1818,0.3,Very Good,3,F,VVS1,7,910.123804699596
1819,0.51,Premium,4,E,VS2,5,2051.44336957041
1820,2.56,Good,2,J,SI2,2,16347.1677874505
1821,0.38,Premium,4,H,SI1,3,-511.45468219734
1822,0.38,Very Good,3,G,VS1,4,898.12673128785
1823,0.58,Ideal,5,G,VS2,5,2508.07850252634
1824,0.74,Ideal,5,G,SI2,2,2329.79478420018
1825,0.31,Ideal,5,I,SI1,3,-1480.96673957681
1826,1,Good,2,G,VS2,5,5905.86832165741
1827,0.31,Very Good,3,H,VS2,5,-509.177105023349
1828,0.61,Premium,4,F,VVS2,6,3583.35726302684
1829,0.81,Ideal,5,F,VS2,5,4752.07205485851
1830,0.58,Ideal,5,F,SI1,3,2061.38952300019
1831,0.38,Very Good,3,F,VS2,5,780.47001072263
1832,0.54,Ideal,5,E,SI1,3,1799.32147931702
1833,0.57,Very Good,3,E,VS2,5,2562.50671315698
1834,1.01,Premium,4,G,SI1,3,5555.25431353316
1835,0.57,Fair,1,F,VS1,4,1919.54851757618
1836,0.73,Premium,4,E,SI1,3,3360.09621055071
1837,1.18,Ideal,5,E,SI2,2,6533.57327775953
1838,0.31,Ideal,5,F,IF,8,1513.01590645578
1839,0.3,Ideal,5,H,VS1,4,-130.490787549801
1840,0.34,Ideal,5,E,VS2,5,668.41687712955
1841,0.7,Very Good,3,G,SI2,2,1824.28339652444
1842,0.3,Ideal,5,G,VS1,4,337.148686206629
1843,0.58,Ideal,5,E,VVS2,6,3537.99687603825
1844,1.24,Ideal,5,E,VS2,5,8667.08762280679
1845,1.23,Very Good,3,F,VS1,4,8652.31568619767
1846,0.57,Ideal,5,E,SI1,3,2065.94383750626
1847,0.32,Ideal,5,E,VVS1,7,1331.315387485
1848,0.9,Ideal,5,G,VVS1,7,6192.69707235986
1849,0.39,Ideal,5,E,VVS2,6,1849.38860750639
1850,0.8,Ideal,5,H,SI1,3,3349.09186975021
1851,1.14,Ideal,5,G,VS1,4,7802.57471550539
1852,0.72,Very Good,3,G,VS1,4,3919.84679076592
1853,0.31,Ideal,5,E,VS2,5,401.794518940308
1854,0.54,Ideal,5,D,SI1,3,2004.56424031835
1855,0.32,Ideal,5,I,VS2,5,-745.514834439585
1856,0.32,Ideal,5,D,VS2,5,695.911399338057
1857,0.27,Ideal,5,E,VS2,5,46.2980413546529
1858,1.06,Ideal,5,F,I1,1,2756.78507361173
1859,1.01,Premium,4,F,VS2,5,6401.72090548862
1860,1.04,Premium,4,G,SI2,2,4868.18482879443
1861,0.25,Premium,4,E,VVS2,6,477.317398658427
1862,0.3,Ideal,5,H,VS2,5,-448.036314329674
1863,0.51,Premium,4,G,SI2,2,157.856500784497
1864,0.73,Ideal,5,I,VS1,4,3215.86958759325
1865,0.44,Ideal,5,I,VS1,4,638.520125097254
1866,0.33,Very Good,3,I,SI1,3,-1453.23341087406
1867,0.7,Very Good,3,E,SI1,3,3071.29247956955
1868,1,Good,2,H,VVS2,6,6174.82998129575
1869,0.3,Ideal,5,G,VVS1,7,860.249908575031
1870,0.76,Premium,4,E,SI2,2,2673.02672581198
1871,0.79,Ideal,5,F,SI1,3,3927.74603032488
1872,0.76,Ideal,5,F,VS2,5,4307.70145787644
1873,0.51,Ideal,5,F,VS1,4,2403.39399974597
1874,0.53,Ideal,5,D,VS2,5,2562.26790666275
1875,0.56,Fair,1,E,VVS2,6,2343.15843869715
1876,0.31,Ideal,5,F,VVS1,7,1149.0128341861
1877,0.41,Premium,4,E,VS1,4,1480.24770238615
1878,0.54,Ideal,5,F,VS2,5,2352.47083115534
1879,1,Very Good,3,G,SI1,3,5444.19882134483
1880,1.01,Very Good,3,H,SI1,3,5065.43346698481
1881,1.65,Ideal,5,G,VS1,4,12335.1548047225
1882,0.24,Ideal,5,F,IF,8,890.897070680881
1883,0.33,Ideal,5,E,SI1,3,-67.0350280076696
1884,0.78,Ideal,5,F,VS2,5,4485.44969666927
1885,1.01,Very Good,3,G,VS2,5,6179.65072648205
1886,0.74,Very Good,3,E,SI2,2,2473.09711422724
1887,0.51,Premium,4,D,VS1,4,2574.23165735162
1888,2.01,Good,2,I,SI1,3,13292.7103622952
1889,0.34,Ideal,5,G,SI1,3,-271.478148728396
1890,1.23,Ideal,5,I,SI1,3,6695.45224489326
1891,0.39,Ideal,5,F,VVS2,6,1755.9601736039
1892,1.5,Very Good,3,H,VS1,4,10384.3886299298
1893,0.31,Ideal,5,E,VVS1,7,1242.44126808858
1894,0.34,Ideal,5,D,VS2,5,873.659638130885
1895,0.34,Ideal,5,G,IF,8,1579.74945843036
1896,0.33,Ideal,5,G,VS1,4,603.77104439587
1897,0.3,Ideal,5,H,SI1,3,-1094.61410007048
1898,0.28,Ideal,5,D,VS2,5,340.414921752402
1899,0.35,Very Good,3,D,VS1,4,1130.06437421708
1900,0.3,Ideal,5,F,IF,8,1424.14178705936
1901,1.4,Ideal,5,J,SI1,3,7326.38497591282
1902,0.35,Premium,4,E,SI1,3,-17.120326513013
1903,0.42,Premium,4,G,SI1,3,311.681269144744
1904,1.75,Ideal,5,I,SI1,3,11316.9064535068
1905,0.42,Ideal,5,E,SI2,2,-220.859796367918
1906,1.26,Ideal,5,G,VS1,4,8869.06414826235
1907,1.25,Ideal,5,J,VS1,4,6957.39649748729
1908,1.01,Premium,4,E,SI1,3,5848.5715536503
1909,0.23,Good,2,E,VVS1,7,196.52511739896
1910,1.15,Ideal,5,J,VS1,4,6068.65530352316
1911,1.02,Premium,4,I,SI2,2,3747.57035734243
1912,0.39,Ideal,5,H,IF,8,1556.480581656
1913,0.37,Premium,4,I,VVS1,7,411.66897439259
1914,0.9,Good,2,H,SI1,3,3902.90986819603
1915,0.27,Very Good,3,G,VVS1,7,443.612640295701
1916,0.53,Premium,4,F,I1,1,-2081.37679169638
1917,0.57,Premium,4,G,VS1,4,2608.91637261163
1918,0.76,Premium,4,H,SI1,3,2865.76185486638
1919,1.02,Ideal,5,J,SI2,2,2995.47659592113
1920,0.58,Premium,4,E,VS2,5,2673.56220534531
1921,0.7,Good,2,D,SI2,2,2137.93511221469
1922,0.32,Good,2,D,SI1,3,-285.589581921062
1923,0.72,Very Good,3,E,VS2,5,3895.61850410319
1924,0.73,Premium,4,E,VS2,5,4006.67399629152
1925,1.02,Very Good,3,G,VS2,5,6268.52484587846
1926,0.4,Very Good,3,D,VS2,5,1256.88944441928
1927,0.31,Ideal,5,H,VS1,4,-41.6166681533878
